PER,A
34.060466999999996,0.20564000000000002
16.725948000000002,0.127997
3.0440499,0.0405861
3.70921385,0.0475122
5.94566534,0.054174
117.93108781,0.476837
604.0,1.57999
67.3,0.316151
2.9271279999999997,0.0400468
14.878295999999999,0.11345
99.25309509999998,0.391079
91.353282,0.396968
15.274299,0.12047999999999999
6.92101021,0.0645763
10.423648,0.10131699999999999
2.184673,0.0341288
5.62153941,0.0616673
6.2771099999999995,0.06927710000000001
17.307137,0.118441
8.726,0.08295
17.87199137,0.0889562
23.20584623,0.18776700000000002
4.234516,0.047868400000000005
15.0540329,0.12165899999999999
20.834236999999998,0.148181
2.3432319,0.0324471
1.28958811,0.0222195
6.098493,0.063351
28.454851,0.2014
19.850242,0.143477
4.072,0.0530508
3.89593684,0.04813080000000001
18.16406,0.119499
7.411141000000001,0.0738933
1966.1,3.1329599999999997
423.38217189999995,0.730436
54.32031,0.304548
4.7228124000000005,0.0503097
4.09357325,0.05057709999999999
11.72292176,0.100994
12.98495573,0.110239
4.89337519,0.0594394
5.77721211,0.061725
8.0472642,0.07936900000000001
77.47363299999999,0.355666
5.326718,0.0596916
6.308205,0.0668155
962.0,1.75604
3.3004192000000003,0.049327800000000005
10.57,0.09513139999999999
116.6884,0.483601
122.1,0.46332799999999996
5.6,0.0558236
12.5720095,0.11053800000000001
27.07237711,0.174066
363.3,1.21472
4.3094269999999995,0.051826599999999994
